account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn
AC-2133,Velocity Solutions,Financial Services,Mid-Market,Month-to-Month,Credit Card,27,811.74,21719.53,56,45,2,2,4,6,64.3,1,5,0,1,0
AC-2134,Starlight Technologies,Manufacturing,Mid-Market,2-Year Fixed,Auto-Invoice,44,625.58,28019.99,43,29,3,0,3,1,61.0,1,5,0,1,0
AC-2135,Synergy Logistics,Logistics,Enterprise,2-Year Fixed,Auto-Invoice,33,1636.02,56569.5,171,98,9,0,3,1,53.2,0,5,1,0,1
AC-2136,Nexus Global,Professional Services,Enterprise,1-Year Fixed,Auto-Invoice,33,3428.09,116859.28,405,268,3,0,9,14,38.9,0,5,0,1,1
AC-2137,Titan Technologies,Logistics,Enterprise,1-Year Fixed,Credit Card,44,1660.27,74213.65,481,254,3,1,8,2,93.3,1,0,0,1,0
AC-2138,Zenith Data,Financial Services,SMB,2-Year Fixed,Credit Card,20,286.05,5856.01,10,7,4,1,10,10,59.1,1,0,1,1,0
AC-2139,Nexus Solutions,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,36,1137.76,42747.17,74,27,5,0,5,2,65.7,1,15,0,0,0
AC-2140,Quantum Labs,E-Commerce,Mid-Market,Month-to-Month,Credit Card,7,906.97,6640.68,65,48,5,0,9,17,65.6,1,5,1,1,0
AC-2141,Velocity Systems,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,32,1027.36,34417.28,30,15,4,0,7,15,87.7,1,0,1,1,1
AC-2142,Nexus Logistics,Healthcare,SMB,3-Year Enterprise,Auto-Invoice,67,425.3,28853.12,17,5,5,3,8,0,100.0,1,5,1,0,0
AC-2143,Quantum Corp,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,39,3971.13,153088.55,99,68,1,0,9,9,70.9,1,10,1,1,0
AC-2144,Solstice Networks,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,24,3701.8,85584.02,289,204,4,0,6,1,65.2,1,15,1,1,0
AC-2145,Titan Data,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,70,732.56,50692.3,38,23,7,2,10,1,47.8,1,20,1,0,0
AC-2146,Solstice Solutions,Healthcare,SMB,Month-to-Month,Auto-Invoice,54,631.79,35627.88,24,8,2,0,10,3,42.0,1,10,1,1,0
AC-2147,Synergy Labs,Professional Services,SMB,Month-to-Month,Auto-Invoice,38,213.28,8420.56,21,19,1,2,6,5,36.1,1,5,0,1,0
AC-2148,Omni Technologies,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,32,4653.21,149255.02,401,292,2,1,5,2,53.7,0,0,1,1,1
AC-2149,Zenith Health,Financial Services,SMB,1-Year Fixed,Credit Card,45,648.5,29290.5,17,6,4,1,7,5,30.4,1,0,1,1,0
AC-2150,Solstice Technologies,E-Commerce,SMB,Month-to-Month,Auto-Invoice,61,466.78,27929.51,17,11,3,0,8,1,87.4,1,10,1,1,0
AC-2151,Crest Capital,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,70,3669.98,255729.91,376,244,4,0,9,0,75.6,1,5,1,1,0
AC-2152,Synergy Health,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,53,1538.28,83277.21,70,24,2,0,5,5,63.5,0,10,1,1,1
AC-2153,Starlight Solutions,Logistics,Mid-Market,3-Year Enterprise,Auto-Invoice,51,1625.88,82110.84,54,39,5,1,8,4,88.0,0,0,1,0,0
AC-2154,Synergy Technologies,Enterprise Tech,SMB,Month-to-Month,ACH Direct Debit,56,237.46,12882.85,18,16,1,1,4,7,48.7,0,5,1,1,1
AC-2155,Apex Cloud,Healthcare,Enterprise,Month-to-Month,Credit Card,27,4209.0,114107.34,136,112,4,0,8,6,53.2,0,0,1,1,1
AC-2156,Acme Health,Healthcare,SMB,Month-to-Month,Auto-Invoice,38,746.95,27604.49,21,9,4,0,7,14,33.2,0,15,1,0,1
AC-2157,Crest Solutions,Financial Services,Mid-Market,1-Year Fixed,Credit Card,62,695.1,45140.2,15,14,4,2,10,3,81.9,1,0,0,0,0
AC-2158,Nexus Labs,Professional Services,Mid-Market,2-Year Fixed,Auto-Invoice,18,1542.43,27459.28,66,36,4,0,4,0,53.4,1,10,1,1,0
AC-2159,Omni Systems,Logistics,Mid-Market,Month-to-Month,Credit Card,64,1996.09,132983.22,38,37,2,1,10,6,68.3,1,0,1,1,0
AC-2160,Quantum Data,E-Commerce,Mid-Market,Month-to-Month,Credit Card,30,1692.27,49374.79,48,17,1,1,4,6,86.0,1,5,1,0,1
AC-2161,Quantum Corp,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,49,589.05,27966.4,24,15,2,0,4,4,92.7,0,0,1,0,0
AC-2162,Zenith Networks,Healthcare,SMB,1-Year Fixed,Credit Card,41,606.8,25169.64,16,11,6,0,4,7,67.5,1,0,1,0,0
AC-2163,Velocity Cloud,Manufacturing,SMB,Month-to-Month,ACH Direct Debit,13,729.53,9748.85,13,6,2,1,8,2,74.9,1,0,1,1,0
AC-2164,Titan Global,E-Commerce,Enterprise,1-Year Fixed,Manual Wire,34,1756.19,60109.11,142,119,6,0,5,0,51.7,1,5,1,0,1
AC-2165,Hyperion Logistics,E-Commerce,Mid-Market,Month-to-Month,Credit Card,25,1409.13,34276.37,77,57,5,2,4,6,98.3,0,5,1,0,1
AC-2166,Zenith Logistics,Manufacturing,Enterprise,1-Year Fixed,Credit Card,66,1511.81,95168.59,441,138,2,2,8,1,65.0,1,15,1,0,0
AC-2167,Crest Health,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,18,824.54,15017.28,44,32,3,0,8,3,69.4,0,0,1,1,0
AC-2168,Apex Labs,Logistics,Mid-Market,2-Year Fixed,Auto-Invoice,5,1601.64,7712.73,44,28,5,1,7,4,60.7,1,0,1,0,0
AC-2169,Starlight Capital,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,19,1583.22,29609.44,36,16,2,1,7,3,89.6,1,10,1,0,0
AC-2170,Aegis Data,Financial Services,Mid-Market,3-Year Enterprise,Auto-Invoice,42,1953.73,83499.09,75,75,2,1,10,5,71.6,0,10,0,0,1
AC-2171,Apex Health,Financial Services,SMB,1-Year Fixed,Manual Wire,18,607.31,10492.16,9,8,3,1,8,0,81.7,0,0,1,0,0
AC-2172,Hyperion Corp,Professional Services,Enterprise,2-Year Fixed,Auto-Invoice,32,4511.91,138999.34,406,205,2,0,9,28,74.4,1,10,1,0,1
AC-2173,Crest Health,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,21,1207.69,24249.81,41,28,6,1,8,7,64.0,1,15,1,1,0
AC-2174,Aegis Labs,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,10,1381.86,14504.11,49,26,4,1,5,3,84.7,1,5,1,1,0
AC-2175,Velocity Labs,E-Commerce,Enterprise,3-Year Enterprise,ACH Direct Debit,37,4603.03,168388.89,194,164,4,1,8,1,74.2,0,5,1,0,0
AC-2176,Crest Labs,Healthcare,Enterprise,Month-to-Month,Credit Card,49,2909.45,148348.19,379,361,3,0,6,0,50.7,0,0,1,1,1
AC-2177,Apex Systems,Professional Services,SMB,3-Year Enterprise,Credit Card,13,275.67,3509.74,14,8,6,0,7,6,50.2,0,0,1,1,1
AC-2178,Quantum Data,Healthcare,SMB,2-Year Fixed,Auto-Invoice,55,462.38,26074.82,8,7,3,0,8,2,70.7,1,25,1,0,0
AC-2179,Quantum Data,Financial Services,SMB,2-Year Fixed,ACH Direct Debit,17,639.26,10562.12,17,11,4,1,3,1,84.3,0,0,1,0,0
AC-2180,Velocity Technologies,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,9,610.03,5489.35,23,13,3,0,4,2,97.5,0,0,0,1,0
AC-2181,Crest Cloud,Logistics,Enterprise,2-Year Fixed,ACH Direct Debit,44,4141.7,188150.43,275,263,1,0,9,5,36.0,1,25,1,1,0
AC-2182,Zenith Corp,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,46,1421.29,67447.51,36,24,3,3,6,6,68.5,1,10,1,0,0
AC-2183,Vortex Solutions,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,8,1873.32,15427.59,33,21,5,1,6,6,76.8,1,10,1,0,0
AC-2184,Acme Labs,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,37,863.88,32998.33,45,35,1,0,8,12,73.3,1,10,1,1,0
AC-2185,Starlight Logistics,Logistics,Mid-Market,Month-to-Month,Credit Card,19,1728.33,31890.79,34,16,7,1,6,1,86.2,1,10,1,1,0
AC-2186,Zenith Systems,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,63,782.87,49233.1,33,17,2,0,8,6,79.8,1,15,1,1,0
AC-2187,Synergy Global,E-Commerce,Mid-Market,1-Year Fixed,ACH Direct Debit,46,939.13,43134.62,16,15,3,0,7,0,50.3,1,0,0,1,0
AC-2188,Hyperion Labs,Professional Services,Mid-Market,1-Year Fixed,Credit Card,71,940.68,69396.38,54,42,7,0,8,4,49.7,1,5,1,0,0
AC-2189,Omni Cloud,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,26,3317.45,84501.82,74,65,1,0,6,5,73.6,1,0,1,0,0
AC-2190,Omni Systems,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,46,878.62,42160.48,68,33,2,1,8,1,85.8,1,0,1,1,0
AC-2191,Apex Global,E-Commerce,Mid-Market,3-Year Enterprise,Credit Card,46,1701.75,77895.33,41,28,4,2,10,3,70.6,1,5,0,1,0
AC-2192,Solstice Data,Logistics,Mid-Market,Month-to-Month,Credit Card,14,1246.53,17747.72,26,25,3,2,6,10,39.6,1,10,1,0,1
AC-2193,Titan Corp,Healthcare,Enterprise,Month-to-Month,Credit Card,63,2600.93,160071.54,381,199,5,0,9,0,49.2,1,0,0,1,0
AC-2194,Omni Solutions,Professional Services,Mid-Market,Month-to-Month,Credit Card,72,1774.73,126634.34,24,10,6,1,7,3,80.4,1,5,1,1,0
AC-2195,Quantum Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,3,1984.97,6079.84,350,230,1,0,9,16,61.7,1,10,0,0,0
AC-2196,Aegis Solutions,Healthcare,Mid-Market,3-Year Enterprise,Manual Wire,28,1819.02,50997.48,44,25,6,0,7,4,70.1,0,10,1,1,0
AC-2197,Acme Solutions,E-Commerce,SMB,1-Year Fixed,Credit Card,29,668.26,20214.23,7,3,4,2,7,7,87.2,1,15,1,1,0
AC-2198,Zenith Health,Manufacturing,Mid-Market,2-Year Fixed,ACH Direct Debit,18,1781.11,32820.2,39,36,5,2,8,10,46.4,1,15,1,1,0
AC-2199,Synergy Capital,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,35,2446.48,86178.26,189,188,2,0,10,1,60.5,1,20,1,1,0
AC-2200,Velocity Cloud,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,47,736.78,35967.65,65,45,4,0,8,1,58.6,0,10,1,0,0
AC-2201,Vortex Networks,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,5,1462.3,7432.55,41,35,4,1,8,8,74.4,1,10,1,1,0
AC-2202,Crest Technologies,Financial Services,SMB,1-Year Fixed,Credit Card,59,233.21,13962.09,24,22,5,0,6,8,81.9,0,15,0,1,0
AC-2203,Starlight Networks,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,59,1197.02,68832.95,57,45,4,1,10,0,41.4,1,15,1,0,1
AC-2204,Solstice Corp,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,47,1337.45,62199.22,69,23,3,1,9,2,67.9,0,10,0,1,0
AC-2205,Vortex Logistics,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,13,1105.94,14640.76,20,8,1,1,7,3,83.6,1,5,0,0,0
AC-2206,Crest Networks,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,33,4382.46,150287.32,417,146,5,0,7,10,34.6,1,0,1,0,0
AC-2207,Quantum Solutions,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,62,2249.59,136901.94,146,45,5,2,9,3,66.8,1,15,1,1,1
AC-2208,Omni Systems,Manufacturing,Mid-Market,Month-to-Month,Credit Card,16,1957.85,30434.34,16,8,2,1,6,16,46.1,1,15,0,0,1
AC-2209,Synergy Capital,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,44,1894.59,84143.03,65,37,3,2,3,34,56.5,0,15,1,1,1
AC-2210,Zenith Technologies,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,58,1909.38,105951.01,75,35,3,1,7,9,22.9,0,0,1,1,1
AC-2211,Omni Technologies,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,6,2164.13,13263.36,383,132,1,2,10,6,93.1,1,5,1,0,0
AC-2212,Velocity Solutions,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,15,2439.43,37334.76,458,307,3,0,10,3,61.6,0,5,1,1,1
AC-2213,Apex Networks,Healthcare,Mid-Market,Month-to-Month,Credit Card,4,1935.78,7630.82,65,32,2,0,7,0,53.5,1,15,0,1,1
AC-2214,Synergy Logistics,Logistics,Enterprise,3-Year Enterprise,Manual Wire,56,3052.15,177632.06,393,337,3,1,7,5,73.9,1,15,1,1,0
AC-2215,Aegis Logistics,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,64,1706.34,109229.58,34,10,2,0,8,2,49.2,0,0,0,1,0
AC-2216,Solstice Solutions,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,68,3554.67,245240.95,103,92,4,0,7,2,47.5,0,10,0,1,0
AC-2217,Vortex Systems,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,34,1390.07,45889.78,68,66,3,0,8,7,95.2,0,0,1,0,0
AC-2218,Titan Capital,Enterprise Tech,SMB,Month-to-Month,Manual Wire,56,674.62,37466.44,10,8,3,1,7,3,100.0,1,5,1,0,0
AC-2219,Velocity Capital,Healthcare,Enterprise,2-Year Fixed,ACH Direct Debit,32,2017.14,66887.83,285,232,2,0,9,8,57.3,0,5,1,1,0
AC-2220,Apex Data,Financial Services,Mid-Market,2-Year Fixed,Manual Wire,9,1477.03,12911.67,49,47,3,2,9,3,87.2,0,15,1,0,0
AC-2221,Aegis Capital,Financial Services,Enterprise,3-Year Enterprise,Auto-Invoice,63,3478.11,216723.19,469,209,5,0,9,1,74.4,1,15,1,1,0
AC-2222,Acme Corp,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,72,1590.44,112428.44,71,71,3,1,7,3,42.6,1,5,1,1,0
AC-2223,Apex Systems,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,33,1271.27,40488.25,64,54,4,1,10,18,51.3,1,5,1,0,0
AC-2224,Nexus Labs,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,21,1418.45,29161.07,63,51,3,0,8,9,95.9,1,10,0,0,0
AC-2225,Omni Health,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,55,1984.15,106212.04,35,19,3,0,8,1,42.3,0,5,1,0,0
AC-2226,Titan Data,Financial Services,SMB,1-Year Fixed,Auto-Invoice,57,591.25,35128.81,24,16,4,0,6,3,100.0,0,25,1,1,0
AC-2227,Vortex Solutions,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,2,2642.38,5412.16,414,314,5,5,7,16,57.7,0,15,1,1,0
AC-2228,Hyperion Health,Logistics,Enterprise,Month-to-Month,Auto-Invoice,13,2616.34,33386.94,277,203,0,1,7,0,96.5,1,0,1,0,0
AC-2229,Apex Health,Financial Services,SMB,1-Year Fixed,Auto-Invoice,4,576.94,2368.53,22,17,1,0,6,1,62.5,0,5,1,0,0
AC-2230,Acme Health,Financial Services,Mid-Market,2-Year Fixed,Credit Card,50,1602.92,76316.14,20,7,4,2,7,1,82.4,1,0,0,0,0
AC-2231,Omni Health,E-Commerce,SMB,2-Year Fixed,Credit Card,48,522.32,25137.86,15,8,5,1,7,5,93.1,1,5,1,0,0
AC-2232,Aegis Corp,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,30,1263.82,36968.0,16,10,4,2,7,3,93.0,1,10,1,1,0
AC-2233,Vortex Technologies,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,29,533.52,14875.36,21,10,6,2,3,0,57.5,0,0,1,1,1
AC-2234,Solstice Corp,Financial Services,Mid-Market,Month-to-Month,Credit Card,8,646.56,5370.98,49,21,5,1,7,6,52.6,1,15,1,0,0
AC-2235,Hyperion Global,Professional Services,Mid-Market,2-Year Fixed,Credit Card,12,937.49,10911.64,53,21,4,0,6,0,66.5,1,10,1,1,0
AC-2236,Hyperion Solutions,E-Commerce,SMB,Month-to-Month,Credit Card,41,683.59,28930.76,11,6,4,1,7,5,44.6,1,25,0,0,0
AC-2237,Vortex Health,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,26,1841.02,47451.15,51,33,4,1,9,4,72.3,1,0,1,0,1
AC-2238,Synergy Global,E-Commerce,Enterprise,Month-to-Month,Auto-Invoice,50,2301.91,109505.21,268,92,4,1,10,4,53.2,1,15,1,0,1
AC-2239,Zenith Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,2,4125.02,8441.88,258,248,1,1,9,0,87.5,1,15,1,1,0
AC-2240,Apex Capital,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,55,1663.76,92388.56,430,359,7,2,5,6,57.7,0,0,0,1,0
AC-2241,Solstice Technologies,Logistics,Enterprise,2-Year Fixed,Auto-Invoice,56,4321.79,238248.88,136,110,3,0,6,3,36.6,0,5,1,0,1
AC-2242,Synergy Health,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,14,608.52,8333.17,15,6,4,0,8,3,93.2,1,15,1,0,0
AC-2243,Omni Systems,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,6,1259.83,7236.73,27,20,4,0,8,5,71.3,1,5,1,0,0
AC-2244,Crest Logistics,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,61,766.42,48815.36,60,40,3,1,9,5,68.5,1,5,1,0,0
AC-2245,Synergy Labs,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,12,1789.53,21461.44,61,60,2,1,7,0,87.7,1,20,1,1,0
AC-2246,Nexus Data,Professional Services,Mid-Market,2-Year Fixed,Auto-Invoice,13,1941.83,24197.5,21,17,1,1,6,0,83.7,1,0,0,0,1
AC-2247,Zenith Health,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,19,1970.98,38829.27,496,349,7,1,10,1,54.3,0,5,1,1,0
AC-2248,Apex Systems,Healthcare,Enterprise,2-Year Fixed,Auto-Invoice,44,2521.49,108491.81,349,313,3,0,7,6,59.9,1,10,1,0,0
AC-2249,Apex Global,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,59,3378.05,193397.61,457,187,4,0,5,5,48.0,1,10,0,1,0
AC-2250,Crest Technologies,Professional Services,Mid-Market,Month-to-Month,Auto-Invoice,37,1439.59,52098.0,40,12,3,0,10,8,41.6,1,0,1,1,1
AC-2251,Titan Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,25,3140.56,79020.98,424,332,3,1,4,8,78.4,0,10,1,1,0
AC-2252,Nexus Capital,Financial Services,Enterprise,Month-to-Month,Manual Wire,16,4170.83,63890.82,282,104,2,0,1,11,75.1,1,10,0,0,1
AC-2253,Solstice Logistics,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,38,690.05,26174.06,40,15,3,2,9,2,81.7,0,10,1,0,0
AC-2254,Vortex Health,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,43,762.82,34099.35,10,8,2,0,9,2,91.1,0,10,1,0,0
AC-2255,Nexus Labs,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,14,4296.75,58278.71,175,86,1,0,8,10,81.9,1,0,0,1,1
AC-2256,Titan Capital,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,6,1244.74,7342.36,58,43,4,1,4,1,83.5,1,15,1,0,1
AC-2257,Vortex Technologies,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,23,1272.87,28971.9,52,49,2,1,7,3,30.6,1,5,1,0,0
AC-2258,Crest Labs,Financial Services,SMB,3-Year Enterprise,ACH Direct Debit,60,422.53,25570.39,12,6,7,1,7,1,62.5,1,25,0,1,0
AC-2259,Zenith Logistics,Enterprise Tech,SMB,1-Year Fixed,Manual Wire,12,638.28,7980.48,10,5,3,1,6,15,85.4,0,0,0,0,1
AC-2260,Acme Data,Healthcare,Enterprise,3-Year Enterprise,Credit Card,13,2446.43,31468.19,429,161,2,0,10,3,47.0,0,5,1,1,0
AC-2261,Omni Solutions,Financial Services,Enterprise,1-Year Fixed,Credit Card,6,4698.52,26976.51,235,92,4,0,5,1,69.7,1,0,1,1,0
AC-2262,Omni Data,Financial Services,SMB,1-Year Fixed,Credit Card,63,565.83,35105.28,23,8,3,1,8,7,77.4,0,10,1,1,0
AC-2263,Starlight Cloud,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,38,734.34,27040.11,54,20,3,0,10,1,76.0,1,0,1,1,0
AC-2264,Synergy Technologies,Professional Services,Mid-Market,1-Year Fixed,Credit Card,50,1162.81,59022.92,27,16,8,2,8,17,74.6,1,10,1,0,0
AC-2265,Solstice Solutions,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,52,1940.24,96143.09,31,16,4,0,10,2,78.8,0,15,1,0,0
AC-2266,Crest Cloud,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,40,1993.77,78091.42,29,23,2,0,8,6,71.3,1,0,1,0,0
AC-2267,Aegis Labs,Enterprise Tech,SMB,2-Year Fixed,Credit Card,8,660.63,5308.91,16,15,7,0,8,2,41.7,0,0,0,0,0
AC-2268,Synergy Cloud,Professional Services,SMB,2-Year Fixed,ACH Direct Debit,61,737.34,43976.24,24,20,3,1,8,10,77.1,1,15,1,0,0
AC-2269,Synergy Labs,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,8,742.65,5971.5,27,18,4,1,8,13,73.1,1,5,1,1,0
AC-2270,Crest Health,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,34,4354.48,142348.05,373,139,8,0,6,9,41.9,1,5,1,0,1
AC-2271,Starlight Cloud,Healthcare,SMB,1-Year Fixed,Auto-Invoice,60,582.37,36489.46,20,16,6,0,4,11,92.8,1,0,0,0,0
AC-2272,Nexus Corp,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,57,4636.13,258733.93,299,166,4,3,9,0,77.6,0,5,1,1,0
AC-2273,Omni Technologies,E-Commerce,Enterprise,Month-to-Month,Credit Card,46,1738.99,83377.27,342,123,5,0,10,15,43.2,0,0,1,0,0
AC-2274,Nexus Solutions,Financial Services,SMB,2-Year Fixed,ACH Direct Debit,22,323.34,6989.59,8,7,3,0,8,6,53.3,1,10,1,0,0
AC-2275,Solstice Corp,Enterprise Tech,Enterprise,1-Year Fixed,Manual Wire,40,2138.69,87958.68,73,39,1,1,6,12,57.8,1,5,1,0,0
AC-2276,Omni Corp,Professional Services,Enterprise,Month-to-Month,Auto-Invoice,45,3327.67,145944.43,349,158,1,0,4,7,57.8,0,15,1,1,0
AC-2277,Solstice Cloud,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,55,2763.22,154557.2,132,120,1,0,7,1,73.3,1,5,1,1,0
AC-2278,Zenith Data,E-Commerce,SMB,Month-to-Month,Auto-Invoice,51,621.33,31129.22,13,12,4,1,4,5,50.4,1,5,1,1,0
AC-2279,Nexus Capital,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,5,940.04,4704.5,53,28,4,0,4,0,88.3,1,0,1,0,1
AC-2280,Titan Corp,E-Commerce,Mid-Market,Month-to-Month,Credit Card,13,1628.14,21533.71,51,28,1,0,7,7,86.8,0,20,1,1,0
AC-2281,Solstice Solutions,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,28,2406.63,67984.58,413,291,1,0,6,3,79.1,1,5,1,0,1
AC-2282,Vortex Systems,Financial Services,SMB,1-Year Fixed,ACH Direct Debit,62,638.32,39877.73,10,8,2,1,8,1,68.8,0,0,1,1,0
AC-2283,Zenith Corp,Healthcare,SMB,Month-to-Month,Auto-Invoice,24,366.07,8404.1,13,4,5,0,7,23,84.9,1,0,0,1,0
AC-2284,Titan Health,Manufacturing,Mid-Market,Month-to-Month,Auto-Invoice,7,743.36,5072.95,28,20,3,1,6,14,63.0,0,0,1,1,1
AC-2285,Solstice Cloud,Professional Services,Mid-Market,Month-to-Month,Credit Card,38,1632.24,62470.7,78,75,3,0,4,13,55.0,1,0,1,1,1
AC-2286,Synergy Data,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,37,2642.17,93051.35,389,188,4,2,5,9,89.4,1,5,1,0,0
AC-2287,Titan Networks,Enterprise Tech,SMB,1-Year Fixed,Manual Wire,68,285.69,18942.5,11,10,3,0,5,7,73.7,1,5,1,0,0
AC-2288,Zenith Networks,Professional Services,Mid-Market,1-Year Fixed,ACH Direct Debit,42,1799.31,73524.45,16,15,3,1,5,6,55.7,1,20,1,1,0
AC-2289,Velocity Capital,E-Commerce,SMB,1-Year Fixed,Credit Card,5,611.55,2981.26,10,5,1,1,7,0,60.5,0,0,0,0,1
AC-2290,Apex Logistics,Manufacturing,Mid-Market,3-Year Enterprise,Auto-Invoice,64,1325.2,85114.81,67,55,5,1,5,14,54.7,1,15,1,1,0
AC-2291,Zenith Logistics,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,50,322.33,16248.59,24,11,9,1,7,13,100.0,1,5,1,1,0
AC-2292,Quantum Corp,Healthcare,SMB,Month-to-Month,Auto-Invoice,15,741.7,11580.53,21,17,4,0,8,8,68.1,0,0,1,1,0
AC-2293,Starlight Corp,E-Commerce,Mid-Market,Month-to-Month,Credit Card,53,1560.5,81763.9,22,19,3,2,5,16,70.8,1,20,0,1,0
AC-2294,Hyperion Networks,E-Commerce,SMB,1-Year Fixed,Credit Card,25,452.64,11798.72,23,11,0,0,8,4,81.0,1,15,1,0,0
AC-2295,Hyperion Systems,Financial Services,Mid-Market,2-Year Fixed,Credit Card,9,1131.02,10333.86,79,63,3,1,4,3,46.1,1,10,1,0,0
AC-2296,Crest Capital,Enterprise Tech,Enterprise,Month-to-Month,ACH Direct Debit,38,3920.42,155123.61,300,261,3,1,5,21,87.7,1,10,0,0,1
AC-2297,Zenith Logistics,Healthcare,Mid-Market,2-Year Fixed,Credit Card,22,1325.07,30123.66,24,13,7,0,7,3,57.1,0,25,0,0,1
AC-2298,Velocity Cloud,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,49,1586.14,79178.77,64,27,4,2,9,6,100.0,1,10,1,1,0
AC-2299,Zenith Networks,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,68,1846.56,123759.26,37,13,2,1,9,2,62.4,1,0,1,0,0
AC-2300,Hyperion Technologies,Professional Services,Enterprise,2-Year Fixed,ACH Direct Debit,15,4215.08,61589.34,255,179,6,2,10,6,86.7,0,0,1,1,0
AC-2301,Omni Technologies,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,65,988.8,62487.75,61,60,1,0,6,7,23.1,1,10,1,0,0
AC-2302,Crest Health,Logistics,Mid-Market,1-Year Fixed,ACH Direct Debit,54,863.05,48712.04,17,15,2,0,7,6,46.8,1,10,0,1,0
AC-2303,Titan Health,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,30,965.8,30302.67,31,19,4,0,5,4,62.7,0,10,1,1,1
