account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn,support_ticket_rate,usage_per_license,charge_per_user,engagement_score,account_health_index,churn_probability,prediction,risk_level
AC-2205,Vortex Logistics,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,13,1105.94,14640.76,20,8,1,1,7,3,83.6,1,5,0,0,0,0.0714,0.4,138.24,78.16,64.5,0.2293,0,LOW
AC-2206,Crest Networks,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,33,4382.46,150287.32,417,146,5,0,7,10,34.6,1,0,1,0,0,0.1471,0.3501,30.02,48.76,63.0,0.328,0,MEDIUM
AC-2207,Quantum Solutions,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,62,2249.59,136901.94,146,45,5,2,9,3,66.8,1,15,1,1,1,0.0794,0.3082,49.99,76.08,68.66,0.5137,1,MEDIUM
AC-2208,Omni Systems,Manufacturing,Mid-Market,Month-to-Month,Credit Card,16,1957.85,30434.34,16,8,2,1,6,16,46.1,1,15,0,0,1,0.1176,0.5,244.73,51.66,39.0,0.8567,1,CRITICAL
AC-2209,Synergy Capital,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,44,1894.59,84143.03,65,37,3,2,3,34,56.5,0,15,1,1,1,0.0667,0.5692,51.21,45.9,-35.62,0.8146,1,CRITICAL
AC-2210,Zenith Technologies,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,58,1909.38,105951.01,75,35,3,1,7,9,22.9,0,0,1,1,1,0.0508,0.4667,54.55,41.74,41.83,0.8638,1,CRITICAL
AC-2211,Omni Technologies,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,6,2164.13,13263.36,383,132,1,2,10,6,93.1,1,5,1,0,0,0.1429,0.3446,16.39,95.86,72.89,0.0556,0,LOW
AC-2212,Velocity Solutions,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,15,2439.43,37334.76,458,307,3,0,10,3,61.6,0,5,1,1,1,0.1875,0.6703,7.95,76.96,88.91,0.0581,0,LOW
AC-2213,Apex Networks,Healthcare,Mid-Market,Month-to-Month,Credit Card,4,1935.78,7630.82,65,32,2,0,7,0,53.5,1,15,0,1,1,0.4,0.4923,60.49,60.1,80.85,0.4994,0,MEDIUM
AC-2214,Synergy Logistics,Logistics,Enterprise,3-Year Enterprise,Manual Wire,56,3052.15,177632.06,393,337,3,1,7,5,73.9,1,15,1,1,0,0.0526,0.8575,9.06,72.34,70.65,0.0136,0,LOW
AC-2215,Aegis Logistics,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,64,1706.34,109229.58,34,10,2,0,8,2,49.2,0,0,0,1,0,0.0308,0.2941,170.63,61.52,66.88,0.0236,0,LOW
AC-2216,Solstice Solutions,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,68,3554.67,245240.95,103,92,4,0,7,2,47.5,0,10,0,1,0,0.058,0.8932,38.64,56.5,70.86,0.2054,0,LOW
AC-2217,Vortex Systems,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,34,1390.07,45889.78,68,66,3,0,8,7,95.2,0,0,1,0,0,0.0857,0.9706,21.06,89.12,72.91,0.1494,0,LOW
AC-2218,Titan Capital,Enterprise Tech,SMB,Month-to-Month,Manual Wire,56,674.62,37466.44,10,8,3,1,7,3,100.0,1,5,1,0,0,0.0526,0.8,84.33,88.0,72.5,0.0141,0,LOW
AC-2219,Velocity Capital,Healthcare,Enterprise,2-Year Fixed,ACH Direct Debit,32,2017.14,66887.83,285,232,2,0,9,8,57.3,0,5,1,1,0,0.0606,0.814,8.69,70.38,76.28,0.1086,0,LOW
AC-2220,Apex Data,Financial Services,Mid-Market,2-Year Fixed,Manual Wire,9,1477.03,12911.67,49,47,3,2,9,3,87.2,0,15,1,0,0,0.3,0.9592,31.43,88.32,66.68,0.0781,0,LOW
AC-2221,Aegis Capital,Financial Services,Enterprise,3-Year Enterprise,Auto-Invoice,63,3478.11,216723.19,469,209,5,0,9,1,74.4,1,15,1,1,0,0.0781,0.4456,16.64,80.64,94.41,0.0214,0,LOW
AC-2222,Acme Corp,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,72,1590.44,112428.44,71,71,3,1,7,3,42.6,1,5,1,1,0,0.0411,1.0,22.4,53.56,76.5,0.1731,0,LOW
AC-2223,Apex Systems,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,33,1271.27,40488.25,64,54,4,1,10,18,51.3,1,5,1,0,0,0.1176,0.8437,23.54,70.78,74.87,0.0589,0,LOW
AC-2224,Nexus Labs,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,21,1418.45,29161.07,63,51,3,0,8,9,95.9,1,10,0,0,0,0.1364,0.8095,27.81,89.54,81.69,0.0096,0,LOW
AC-2225,Omni Health,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,55,1984.15,106212.04,35,19,3,0,8,1,42.3,0,5,1,0,0,0.0536,0.5429,104.43,57.38,73.36,0.6102,1,HIGH
AC-2226,Titan Data,Financial Services,SMB,1-Year Fixed,Auto-Invoice,57,591.25,35128.81,24,16,4,0,6,3,100.0,0,25,1,1,0,0.069,0.6667,36.95,84.0,56.83,0.0137,0,LOW
AC-2227,Vortex Solutions,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,2,2642.38,5412.16,414,314,5,5,7,16,57.7,0,15,1,1,0,1.6667,0.7585,8.42,62.62,-2.83,0.8058,1,CRITICAL
AC-2228,Hyperion Health,Logistics,Enterprise,Month-to-Month,Auto-Invoice,13,2616.34,33386.94,277,203,0,1,7,0,96.5,1,0,1,0,0,0.0,0.7329,12.89,85.9,75.66,0.2027,0,LOW
AC-2229,Apex Health,Financial Services,SMB,1-Year Fixed,Auto-Invoice,4,576.94,2368.53,22,17,1,0,6,1,62.5,0,5,1,0,0,0.2,0.7727,33.94,61.5,61.95,0.0907,0,LOW
AC-2230,Acme Health,Financial Services,Mid-Market,2-Year Fixed,Credit Card,50,1602.92,76316.14,20,7,4,2,7,1,82.4,1,0,0,0,0,0.0784,0.35,228.99,77.44,56.5,0.0631,0,LOW
AC-2231,Omni Health,E-Commerce,SMB,2-Year Fixed,Credit Card,48,522.32,25137.86,15,8,5,1,7,5,93.1,1,5,1,0,0,0.102,0.5333,65.29,83.86,64.17,0.0068,0,LOW
AC-2232,Aegis Corp,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,30,1263.82,36968.0,16,10,4,2,7,3,93.0,1,10,1,1,0,0.129,0.625,126.38,83.8,59.0,0.0272,0,LOW
AC-2233,Vortex Technologies,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,29,533.52,14875.36,21,10,6,2,3,0,57.5,0,0,1,1,1,0.2,0.4762,53.35,46.5,13.52,0.9427,1,CRITICAL
AC-2234,Solstice Corp,Financial Services,Mid-Market,Month-to-Month,Credit Card,8,646.56,5370.98,49,21,5,1,7,6,52.6,1,15,1,0,0,0.5556,0.4286,30.79,59.56,60.57,0.0811,0,LOW
AC-2235,Hyperion Global,Professional Services,Mid-Market,2-Year Fixed,Credit Card,12,937.49,10911.64,53,21,4,0,6,0,66.5,1,10,1,1,0,0.3077,0.3962,44.64,63.9,70.92,0.16,0,LOW
AC-2236,Hyperion Solutions,E-Commerce,SMB,Month-to-Month,Credit Card,41,683.59,28930.76,11,6,4,1,7,5,44.6,1,25,0,0,0,0.0952,0.5455,113.93,54.76,64.41,0.0661,0,LOW
AC-2237,Vortex Health,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,26,1841.02,47451.15,51,33,4,1,9,4,72.3,1,0,1,0,1,0.1481,0.6471,55.79,79.38,83.94,0.012,0,LOW
AC-2238,Synergy Global,E-Commerce,Enterprise,Month-to-Month,Auto-Invoice,50,2301.91,109505.21,268,92,4,1,10,4,53.2,1,15,1,0,1,0.0784,0.3433,25.02,71.92,85.87,0.7688,1,HIGH
AC-2239,Zenith Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,2,4125.02,8441.88,258,248,1,1,9,0,87.5,1,15,1,1,0,0.3333,0.9612,16.63,88.5,96.22,0.0302,0,LOW
AC-2240,Apex Capital,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,55,1663.76,92388.56,430,359,7,2,5,6,57.7,0,0,0,1,0,0.125,0.8349,4.63,54.62,27.7,0.3055,0,MEDIUM
AC-2241,Solstice Technologies,Logistics,Enterprise,2-Year Fixed,Auto-Invoice,56,4321.79,238248.88,136,110,3,0,6,3,36.6,0,5,1,0,1,0.0526,0.8088,39.29,45.96,59.68,0.6761,1,HIGH
AC-2242,Synergy Health,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,14,608.52,8333.17,15,6,4,0,8,3,93.2,1,15,1,0,0,0.2667,0.4,101.42,87.92,82.5,0.0298,0,LOW
AC-2243,Omni Systems,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,6,1259.83,7236.73,27,20,4,0,8,5,71.3,1,5,1,0,0,0.5714,0.7407,62.99,74.78,86.31,0.0374,0,LOW
AC-2244,Crest Logistics,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,61,766.42,48815.36,60,40,3,1,9,5,68.5,1,5,1,0,0,0.0484,0.6667,19.16,77.1,82.83,0.0473,0,LOW
AC-2245,Synergy Labs,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,12,1789.53,21461.44,61,60,2,1,7,0,87.7,1,20,1,1,0,0.1538,0.9836,29.83,80.62,80.67,0.0812,0,LOW
AC-2246,Nexus Data,Professional Services,Mid-Market,2-Year Fixed,Auto-Invoice,13,1941.83,24197.5,21,17,1,1,6,0,83.7,1,0,0,0,1,0.0714,0.8095,114.23,74.22,69.19,0.5457,1,MEDIUM
AC-2247,Zenith Health,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,19,1970.98,38829.27,496,349,7,1,10,1,54.3,0,5,1,1,0,0.35,0.7036,5.65,72.58,82.57,0.1147,0,LOW
AC-2248,Apex Systems,Healthcare,Enterprise,2-Year Fixed,Auto-Invoice,44,2521.49,108491.81,349,313,3,0,7,6,59.9,1,10,1,0,0,0.0667,0.8968,8.06,63.94,79.94,0.0339,0,LOW
AC-2249,Apex Global,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,59,3378.05,193397.61,457,187,4,0,5,5,48.0,1,10,0,1,0,0.0667,0.4092,18.06,48.8,55.68,0.1677,0,LOW
AC-2250,Crest Technologies,Professional Services,Mid-Market,Month-to-Month,Auto-Invoice,37,1439.59,52098.0,40,12,3,0,10,8,41.6,1,0,1,1,1,0.0789,0.3,119.97,64.96,89.0,0.6575,1,HIGH
AC-2251,Titan Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,25,3140.56,79020.98,424,332,3,1,4,8,78.4,0,10,1,1,0,0.1154,0.783,9.46,63.04,25.66,0.1734,0,LOW
AC-2252,Nexus Capital,Financial Services,Enterprise,Month-to-Month,Manual Wire,16,4170.83,63890.82,282,104,2,0,1,11,75.1,1,10,0,0,1,0.1176,0.3688,40.1,49.06,13.88,0.9723,1,CRITICAL
AC-2253,Solstice Logistics,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,38,690.05,26174.06,40,15,3,2,9,2,81.7,0,10,1,0,0,0.0769,0.375,46.0,85.02,56.5,0.054,0,LOW
AC-2254,Vortex Health,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,43,762.82,34099.35,10,8,2,0,9,2,91.1,0,10,1,0,0,0.0455,0.8,95.35,90.66,85.0,0.0085,0,LOW
AC-2255,Nexus Labs,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,14,4296.75,58278.71,175,86,1,0,8,10,81.9,1,0,0,1,1,0.0667,0.4914,49.96,81.14,73.83,0.6944,1,HIGH
AC-2256,Titan Capital,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,6,1244.74,7342.36,58,43,4,1,4,1,83.5,1,15,1,0,1,0.5714,0.7414,28.95,66.1,50.33,0.5607,1,MEDIUM
AC-2257,Vortex Technologies,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,23,1272.87,28971.9,52,49,2,1,7,3,30.6,1,5,1,0,0,0.0833,0.9423,25.98,46.36,75.35,0.0498,0,LOW
AC-2258,Crest Labs,Financial Services,SMB,3-Year Enterprise,ACH Direct Debit,60,422.53,25570.39,12,6,7,1,7,1,62.5,1,25,0,1,0,0.1148,0.5,70.42,65.5,69.5,0.0166,0,LOW
AC-2259,Zenith Logistics,Enterprise Tech,SMB,1-Year Fixed,Manual Wire,12,638.28,7980.48,10,5,3,1,6,15,85.4,0,0,0,0,1,0.2308,0.5,127.66,75.24,25.5,0.7097,1,HIGH
AC-2260,Acme Data,Healthcare,Enterprise,3-Year Enterprise,Credit Card,13,2446.43,31468.19,429,161,2,0,10,3,47.0,0,5,1,1,0,0.1429,0.3753,15.2,68.2,83.01,0.1035,0,LOW
AC-2261,Omni Solutions,Financial Services,Enterprise,1-Year Fixed,Credit Card,6,4698.52,26976.51,235,92,4,0,5,1,69.7,1,0,1,1,0,0.5714,0.3915,51.07,61.82,61.33,0.3945,0,MEDIUM
AC-2262,Omni Data,Financial Services,SMB,1-Year Fixed,Credit Card,63,565.83,35105.28,23,8,3,1,8,7,77.4,0,10,1,1,0,0.0469,0.3478,70.73,78.44,50.46,0.0207,0,LOW
AC-2263,Starlight Cloud,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,38,734.34,27040.11,54,20,3,0,10,1,76.0,1,0,1,1,0,0.0769,0.3704,36.72,85.6,100.91,0.0046,0,LOW
AC-2264,Synergy Technologies,Professional Services,Mid-Market,1-Year Fixed,Credit Card,50,1162.81,59022.92,27,16,8,2,8,17,74.6,1,10,1,0,0,0.1569,0.5926,72.68,76.76,45.35,0.0478,0,LOW
AC-2265,Solstice Solutions,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,52,1940.24,96143.09,31,16,4,0,10,2,78.8,0,15,1,0,0,0.0755,0.5161,121.26,87.28,87.32,0.0157,0,LOW
AC-2266,Crest Cloud,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,40,1993.77,78091.42,29,23,2,0,8,6,71.3,1,0,1,0,0,0.0488,0.7931,86.69,74.78,85.86,0.0268,0,LOW
AC-2267,Aegis Labs,Enterprise Tech,SMB,2-Year Fixed,Credit Card,8,660.63,5308.91,16,15,7,0,8,2,41.7,0,0,0,0,0,0.7778,0.9375,44.04,57.02,79.75,0.1388,0,LOW
AC-2268,Synergy Cloud,Professional Services,SMB,2-Year Fixed,ACH Direct Debit,61,737.34,43976.24,24,20,3,1,8,10,77.1,1,15,1,0,0,0.0484,0.8333,36.87,78.26,70.67,0.0101,0,LOW
AC-2269,Synergy Labs,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,8,742.65,5971.5,27,18,4,1,8,13,73.1,1,5,1,1,0,0.4444,0.6667,41.26,75.86,62.83,0.0232,0,LOW
AC-2270,Crest Health,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,34,4354.48,142348.05,373,139,8,0,6,9,41.9,1,5,1,0,1,0.2286,0.3727,31.33,49.14,56.95,0.91,1,CRITICAL
AC-2271,Starlight Cloud,Healthcare,SMB,1-Year Fixed,Auto-Invoice,60,582.37,36489.46,20,16,6,0,4,11,92.8,1,0,0,0,0,0.0984,0.8,36.4,71.68,46.5,0.0317,0,LOW
AC-2272,Nexus Corp,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,57,4636.13,258733.93,299,166,4,3,9,0,77.6,0,5,1,1,0,0.069,0.5552,27.93,82.56,53.1,0.2665,0,LOW
AC-2273,Omni Technologies,E-Commerce,Enterprise,Month-to-Month,Credit Card,46,1738.99,83377.27,342,123,5,0,10,15,43.2,0,0,1,0,0,0.1064,0.3596,14.14,65.92,64.69,0.3196,0,MEDIUM
AC-2274,Nexus Solutions,Financial Services,SMB,2-Year Fixed,ACH Direct Debit,22,323.34,6989.59,8,7,3,0,8,6,53.3,1,10,1,0,0,0.1304,0.875,46.19,63.98,87.5,0.0243,0,LOW
AC-2275,Solstice Corp,Enterprise Tech,Enterprise,1-Year Fixed,Manual Wire,40,2138.69,87958.68,73,39,1,1,6,12,57.8,1,5,1,0,0,0.0244,0.5342,54.84,58.68,45.68,0.0941,0,LOW
AC-2276,Omni Corp,Professional Services,Enterprise,Month-to-Month,Auto-Invoice,45,3327.67,145944.43,349,158,1,0,4,7,57.8,0,15,1,1,0,0.0217,0.4527,21.06,50.68,30.55,0.2938,0,LOW
AC-2277,Solstice Cloud,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,55,2763.22,154557.2,132,120,1,0,7,1,73.3,1,5,1,1,0,0.0179,0.9091,23.03,71.98,87.68,0.0596,0,LOW
AC-2278,Zenith Data,E-Commerce,SMB,Month-to-Month,Auto-Invoice,51,621.33,31129.22,13,12,4,1,4,5,50.4,1,5,1,1,0,0.0769,0.9231,51.78,46.24,47.96,0.0701,0,LOW
AC-2279,Nexus Capital,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,5,940.04,4704.5,53,28,4,0,4,0,88.3,1,0,1,0,1,0.6667,0.5283,33.57,68.98,57.57,0.695,1,HIGH
AC-2280,Titan Corp,E-Commerce,Mid-Market,Month-to-Month,Credit Card,13,1628.14,21533.71,51,28,1,0,7,7,86.8,0,20,1,1,0,0.0714,0.549,58.15,80.08,56.48,0.0528,0,LOW
AC-2281,Solstice Solutions,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,28,2406.63,67984.58,413,291,1,0,6,3,79.1,1,5,1,0,1,0.0345,0.7046,8.27,71.46,72.59,0.6591,1,HIGH
AC-2282,Vortex Systems,Financial Services,SMB,1-Year Fixed,ACH Direct Debit,62,638.32,39877.73,10,8,2,1,8,1,68.8,0,0,1,1,0,0.0317,0.8,79.79,73.28,68.5,0.0107,0,LOW
AC-2283,Zenith Corp,Healthcare,SMB,Month-to-Month,Auto-Invoice,24,366.07,8404.1,13,4,5,0,7,23,84.9,1,0,0,1,0,0.2,0.3077,91.52,78.94,42.65,0.1753,0,LOW
AC-2284,Titan Health,Manufacturing,Mid-Market,Month-to-Month,Auto-Invoice,7,743.36,5072.95,28,20,3,1,6,14,63.0,0,0,1,1,1,0.375,0.7143,37.17,61.8,31.29,0.8913,1,CRITICAL
AC-2285,Solstice Cloud,Professional Services,Mid-Market,Month-to-Month,Credit Card,38,1632.24,62470.7,78,75,3,0,4,13,55.0,1,0,1,1,1,0.0769,0.9615,21.76,49.0,46.73,0.7738,1,HIGH
AC-2286,Synergy Data,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,37,2642.17,93051.35,389,188,4,2,5,9,89.4,1,5,1,0,0,0.1053,0.4833,14.05,73.64,31.17,0.1917,0,LOW
AC-2287,Titan Networks,Enterprise Tech,SMB,1-Year Fixed,Manual Wire,68,285.69,18942.5,11,10,3,0,5,7,73.7,1,5,1,0,0,0.0435,0.9091,28.57,64.22,62.68,0.0166,0,LOW
AC-2288,Zenith Networks,Professional Services,Mid-Market,1-Year Fixed,ACH Direct Debit,42,1799.31,73524.45,16,15,3,1,5,6,55.7,1,20,1,1,0,0.0698,0.9375,119.95,53.42,54.75,0.026,0,LOW
AC-2289,Velocity Capital,E-Commerce,SMB,1-Year Fixed,Credit Card,5,611.55,2981.26,10,5,1,1,7,0,60.5,0,0,0,0,1,0.1667,0.5,122.31,64.3,56.0,0.7128,1,HIGH
AC-2290,Apex Logistics,Manufacturing,Mid-Market,3-Year Enterprise,Auto-Invoice,64,1325.2,85114.81,67,55,5,1,5,14,54.7,1,15,1,1,0,0.0769,0.8209,24.09,52.82,40.42,0.0257,0,LOW
AC-2291,Zenith Logistics,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,50,322.33,16248.59,24,11,9,1,7,13,100.0,1,5,1,1,0,0.1765,0.4583,29.3,88.0,50.67,0.0245,0,LOW
AC-2292,Quantum Corp,Healthcare,SMB,Month-to-Month,Auto-Invoice,15,741.7,11580.53,21,17,4,0,8,8,68.1,0,0,1,1,0,0.25,0.8095,43.63,72.86,68.19,0.1497,0,LOW
AC-2293,Starlight Corp,E-Commerce,Mid-Market,Month-to-Month,Credit Card,53,1560.5,81763.9,22,19,3,2,5,16,70.8,1,20,0,1,0,0.0556,0.8636,82.13,62.48,28.27,0.1337,0,LOW
AC-2294,Hyperion Networks,E-Commerce,SMB,1-Year Fixed,Credit Card,25,452.64,11798.72,23,11,0,0,8,4,81.0,1,15,1,0,0,0.0,0.4783,41.15,80.6,82.57,0.0149,0,LOW
AC-2295,Hyperion Systems,Financial Services,Mid-Market,2-Year Fixed,Credit Card,9,1131.02,10333.86,79,63,3,1,4,3,46.1,1,10,1,0,0,0.3,0.7975,17.95,43.66,48.45,0.1022,0,LOW
AC-2296,Crest Capital,Enterprise Tech,Enterprise,Month-to-Month,ACH Direct Debit,38,3920.42,155123.61,300,261,3,1,5,21,87.7,1,10,0,0,1,0.0769,0.87,15.02,72.62,30.9,0.7953,1,HIGH
AC-2297,Zenith Logistics,Healthcare,Mid-Market,2-Year Fixed,Credit Card,22,1325.07,30123.66,24,13,7,0,7,3,57.1,0,25,0,0,1,0.3043,0.5417,101.93,62.26,62.33,0.5141,1,MEDIUM
AC-2298,Velocity Cloud,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,49,1586.14,79178.77,64,27,4,2,9,6,100.0,1,10,1,1,0,0.08,0.4219,58.75,96.0,66.44,0.0096,0,LOW
AC-2299,Zenith Networks,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,68,1846.56,123759.26,37,13,2,1,9,2,62.4,1,0,1,0,0,0.029,0.3514,142.04,73.44,81.03,0.032,0,LOW
AC-2300,Hyperion Technologies,Professional Services,Enterprise,2-Year Fixed,ACH Direct Debit,15,4215.08,61589.34,255,179,6,2,10,6,86.7,0,0,1,1,0,0.375,0.702,23.55,92.02,65.04,0.0737,0,LOW
AC-2301,Omni Technologies,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,65,988.8,62487.75,61,60,1,0,6,7,23.1,1,10,1,0,0,0.0152,0.9836,16.48,37.86,72.17,0.1169,0,LOW
AC-2302,Crest Health,Logistics,Mid-Market,1-Year Fixed,ACH Direct Debit,54,863.05,48712.04,17,15,2,0,7,6,46.8,1,10,0,1,0,0.0364,0.8824,57.54,56.08,79.65,0.0159,0,LOW
AC-2303,Titan Health,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,30,965.8,30302.67,31,19,4,0,5,4,62.7,0,10,1,1,1,0.129,0.6129,50.83,57.62,46.26,0.627,1,HIGH
AC-2304,Velocity Logistics,E-Commerce,Mid-Market,2-Year Fixed,Manual Wire,20,1651.92,33781.21,36,24,1,0,5,2,31.4,1,0,1,1,0,0.0476,0.6667,68.83,38.84,65.33,0.168,0,LOW
AC-2305,Quantum Logistics,Professional Services,Mid-Market,Month-to-Month,Auto-Invoice,33,1118.08,38312.72,30,15,1,1,8,6,78.8,1,20,1,1,0,0.0294,0.5,74.54,79.28,70.0,0.0969,0,LOW
AC-2306,Acme Logistics,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,7,2342.85,17087.1,61,25,5,1,6,14,73.6,1,10,1,1,1,0.625,0.4098,93.71,68.16,40.2,0.6209,1,HIGH
AC-2307,Quantum Capital,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,8,737.74,5908.74,66,42,3,1,10,0,50.2,0,10,1,1,1,0.3333,0.6364,17.57,70.12,82.73,0.1608,0,LOW
AC-2308,Apex Logistics,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,28,4618.62,130990.38,379,237,2,0,4,0,67.7,1,0,1,1,0,0.069,0.6253,19.49,56.62,59.51,0.058,0,LOW
AC-2309,Aegis Labs,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,45,1659.3,74061.85,193,128,4,1,8,0,82.5,0,20,1,1,1,0.087,0.6632,12.96,81.5,67.26,0.0133,0,LOW
AC-2310,Starlight Solutions,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,11,588.55,6421.28,8,8,1,1,5,15,30.1,1,10,1,1,0,0.0833,1.0,73.57,38.06,42.5,0.1781,0,LOW
AC-2311,Quantum Global,Manufacturing,SMB,Month-to-Month,Credit Card,31,202.17,5977.99,14,10,4,1,5,6,45.1,1,10,1,1,0,0.125,0.7143,20.22,47.06,50.29,0.1208,0,LOW
AC-2312,Starlight Data,Financial Services,Mid-Market,3-Year Enterprise,Manual Wire,12,627.62,7481.6,60,43,1,1,8,18,62.0,1,20,1,0,0,0.0769,0.7167,14.6,69.2,56.33,0.1334,0,LOW
AC-2313,Synergy Logistics,Financial Services,SMB,Month-to-Month,Auto-Invoice,51,496.33,25751.98,22,9,2,0,6,5,68.4,1,20,1,1,0,0.0385,0.4091,55.15,65.04,63.68,0.0232,0,LOW
AC-2314,Acme Solutions,Financial Services,SMB,Month-to-Month,Credit Card,44,571.21,24937.16,12,12,6,1,6,3,66.9,1,0,0,0,0,0.1333,1.0,47.6,64.14,68.5,0.087,0,LOW
AC-2315,Nexus Corp,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,50,239.35,12413.18,18,15,4,0,5,9,84.0,1,20,1,0,0,0.0784,0.8333,15.96,70.4,58.17,0.0247,0,LOW
AC-2316,Titan Systems,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,17,2389.39,39939.51,258,236,1,2,10,1,76.6,1,10,1,0,1,0.0556,0.9147,10.12,85.96,91.79,0.6765,1,HIGH
AC-2317,Synergy Solutions,Healthcare,SMB,Month-to-Month,Auto-Invoice,35,526.12,17737.81,12,7,4,1,6,2,80.5,1,0,0,0,1,0.1111,0.5833,75.16,72.3,61.67,0.1565,0,LOW
AC-2318,Omni Systems,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,1,1586.96,1636.4,56,36,5,0,7,3,43.0,1,0,0,0,0,2.5,0.6429,44.08,53.8,79.36,0.1528,0,LOW
AC-2319,Nexus Data,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,29,1104.18,32578.22,23,15,2,3,7,2,70.6,1,5,1,1,0,0.0667,0.6522,73.61,70.36,51.04,0.0238,0,LOW
AC-2320,Vortex Systems,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,51,2901.28,144145.1,429,187,5,1,8,2,62.5,1,10,1,1,1,0.0962,0.4359,15.51,69.5,74.72,0.5037,1,MEDIUM
AC-2321,Synergy Labs,E-Commerce,Mid-Market,3-Year Enterprise,Manual Wire,64,820.96,52732.96,71,56,6,0,6,0,94.3,1,10,1,0,0,0.0923,0.7887,14.66,80.58,78.77,0.0291,0,LOW
AC-2322,Apex Technologies,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,4,1567.62,6208.94,172,160,3,1,7,1,71.1,1,0,1,1,0,0.6,0.9302,9.8,70.66,78.1,0.0859,0,LOW
AC-2323,Omni Global,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,28,1555.46,45464.24,165,68,5,0,8,2,56.0,0,15,1,0,0,0.1724,0.4121,22.87,65.6,69.24,0.2569,0,LOW
AC-2324,Crest Networks,Manufacturing,Mid-Market,2-Year Fixed,Credit Card,16,1857.36,30036.73,68,25,4,0,5,9,83.3,1,15,1,0,0,0.2353,0.3676,74.29,69.98,48.85,0.0441,0,LOW
